imgPath,Prompt,Response,Ground Truth
Map2Loc_Full_Test_Data/testing_data_tif\utaustin_19003.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide reasoning for your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""**(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)**""","The map shows the region of Lluchmayor, which is located on the island of Mallorca.   Assuming the grid lines on the map correspond directly to degrees of longitude and latitude, we can derive the approximate bounding coordinates from the image:  - The top left corner coordinates of the bounding box are:   - Longitude: 2.6 degrees East   - Latitude: 39.5 degrees North  - The bottom right corner coordinates of the bounding box are:   - Longitude: 3.1 degrees East   - Latitude: 39.2 degrees North  Thus, the bounding box of the provided map can be approximated as: **(2.6, 3.1, 39.5, 39.2)**","(2.66662, 3.00004, 39.50003, 39.33329)"
Map2Loc_Full_Test_Data/testing_data_tif\utaustin_19015.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide reasoning for your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""**(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)**""","The map provided is of Mahon, a city in the Balearic Islands, Spain. The coordinates marking the bounding box can be approximated using the grid displayed on the map.  The top left coordinates are: - Longitude: around 3°50'E  - Latitude: around 40°00'N  The bottom right coordinates are: - Longitude: around 4°20'E - Latitude: around 39°45'N  Therefore, the coordinates for the bounding box are approximately: **(3.833, 4.333, 40.000, 39.750)**","(3.99999, 4.33336, 40.00007, 39.78329)"
Map2Loc_Full_Test_Data/testing_data_tif\utaustin_19045.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide reasoning for your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""**(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)**""","The map provided is of Myingyan, a town in Burma (Myanmar). The coordinates of the top left and bottom right corners of the map are as follows:  **(leftmost longitude 94, rightmost longitude 96, top latitude 21, bottom latitude 20)**  Reasoning: - The map has latitude and longitude markings along the edges. - The top left corner (approximately at grid point 7.5, 17 on the map) shows longitude 94 degrees East and latitude 21 degrees North. - The bottom right corner (approximately at grid point 15, 8.5 on the map) shows longitude 96 degrees East and latitude 20 degrees North.","(94.49993, 96.0, 22.00029, 20.99978)"
Map2Loc_Full_Test_Data/testing_data_tif\utaustin_19051.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide reasoning for your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""**(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)**""","The provided map is a military topographic map of Gangaw region in Burma (Myanmar), specifically an area that also borders with India as seen on the right edge of the map. The map identifies the region using ""Gangaw"" and provides coordinates along the border of the map.  Based on the details visible on the map: - The longitudinal values are marked at the top of the map. From left to right, they go from 93°00' E to 94°30' E. - The latitudinal values are marked on the sides of the map. From top to bottom, they go from 22°30' N to 21°00' N.  Thus, the bounding box coordinates for the provided map are:  **(93.00, 94.50, 22.50, 21.00)**","(92.99978, 94.50008, 23.00018, 21.99998)"
Map2Loc_Full_Test_Data/testing_data_tif\utaustin_19056.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide reasoning for your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""**(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)**""","The provided map is for Mong Pan, a region in Burma (Myanmar). Based on the map details, we can locate the bounding box coordinates as follows:  The topmost and bottommost latitude lines are marked on the map and show the range from approximately 21º00'N to 20º00'N. The leftmost and rightmost longitude lines are marked and show a range from approximately 98º00'E to 99º00'E.  Therefore, the coordinates for the bounding box are:  **(98.00, 99.00, 21.00, 20.00)**","(97.49989, 99.0, 21.00017, 19.99987)"
Map2Loc_Full_Test_Data/testing_data_tif\utaustin_19067.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide reasoning for your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""**(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)**""","The map provided is of the region Putao, Burma (Myanmar). From the grid lines shown on the map, it is possible to deduce the approximate coordinates.  The topmost latitude coordinate is approximately 28 degrees North, while the bottommost latitude coordinate is 27 degrees North. The left-most longitude coordinate is approximately 96 degrees East, and the right-most longitude coordinate is approximately 97 degrees East.  Therefore, the bounding box coordinates are:  **(96, 97, 28, 27)**","(95.99992, 97.50025, 28.00021, 26.99987)"
Map2Loc_Full_Test_Data/testing_data_tif\utaustin_19074.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide reasoning for your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""**(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)**""","**(-86, -84, 15, 14)**  This map is a topographic map of a region in Central America, specifically showing parts of Honduras and Nicaragua. The borders of the map show coordinates, indicating longitude numbers ranging from 86 to 84 degrees west, and latitude numbers ranging from 15 to 14 degrees north. Therefore, the bounding box coordinates of this map are: (-86, -84, 15, 14).","(-86.0, -84.0, 15.0, 14.0)"
Map2Loc_Full_Test_Data/testing_data_tif\utaustin_19076.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide reasoning for your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""**(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)**""","**(-84.0, -82.0, 10.0, 9.0)**  ### Reasoning: 1. The map is labeled ""CARTAGO"" and reflects part of Central America, specifically regions of Costa Rica and Panama. 2. The top latitude line shows the 10°N latitude. 3. The bottom latitude line indicates the 9°N latitude. 4. The leftmost longitude line shows the 84°W longitude. 5. The rightmost longitude line denotes the 82°W longitude. 6. Examining the map confirms that the leftmost and rightmost longitudes and the top and bottom latitudes align with these coordinates on the latitude and longitude grid.  Thus, the map's bounding box coordinates are **(-84.0, -82.0, 10.0, 9.0)**.","(-83.99957, -82.00023, 10.00037, 8.99976)"
Map2Loc_Full_Test_Data/testing_data_tif\utaustin_19082.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide reasoning for your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""**(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)**""","The map is of Jinotepe, located within Nicaragua in Central America. Referring to the latitude and longitude degree markings around the map edges:  **(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)**  **(-88.0, -86.0, 12.0, 11.0)**  Reasoning: - The leftmost longitude is approximately -88 degrees. - The rightmost longitude is approximately -86 degrees. - The top latitude is approximately 12 degrees north. - The bottom latitude is approximately 11 degrees north.","(-87.99951, -86.00103, 12.00001, 11.00153)"
Map2Loc_Full_Test_Data/testing_data_tif\utaustin_19121.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide reasoning for your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""**(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)**""","To deduce the location of the map, we need to examine notable indicators such as the title of the map, any written information, and geographic features. This map is titled ""Guben,"" a town in Germany, and is part of the Germany 1:100,000 series.  The bounding box coordinates can be approximated based on typical mapping and grid references for such maps. Upon closer examination of grid marks and scales:  1. Top left (NW): This corner is approximately around (14.5 degrees E, 52.2 degrees N). 2. Bottom right (SE): This corner is approximately around (15.4 degrees E, 51.9 degrees N).  Thus, the bounding box coordinates should be: **(14.5, 15.4, 52.2, 51.9)**","(14.33308, 15.33314, 52.25, 51.74987)"
