imgPath,Prompt,Response,Ground Truth
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19003.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(2.5, 3.25, 39.5, 39.25)","(2.66662, 3.00004, 39.50003, 39.33329)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19015.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(3.8, 4.4, 39.9, 39.7)","(3.99999, 4.33336, 40.00007, 39.78329)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19045.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(94, 96.5, 21.5, 19.5)","(94.49993, 96.0, 22.00029, 20.99978)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19051.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(93, 94, 22, 21)","(92.99978, 94.50008, 23.00018, 21.99998)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19056.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(97.5, 99, 21.5, 20)","(97.49989, 99.0, 21.00017, 19.99987)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19067.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(96.5, 97.5, 27.5, 26.5)","(95.99992, 97.50025, 28.00021, 26.99987)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19074.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(-86, -84, 15, 14)","(-86.0, -84.0, 15.0, 14.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19076.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(-84.0, -82.25, 10.0, 9.0)","(-83.99957, -82.00023, 10.00037, 8.99976)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19082.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(-88, -86, 12, 11)","(-87.99951, -86.00103, 12.00001, 11.00153)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19121.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(14.0, 14.6667, 51.9, 51.4)","(14.33308, 15.33314, 52.25, 51.74987)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19193.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(0.0, 1.5, 47.4, 46.35)","(7e-05, 1.99956, 46.99972, 45.99513)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19195.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(4.5, 6.25, 46.75, 45)","(4.00117, 5.99894, 47.00013, 45.99417)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19224.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(-14.0, -13.0, 11.0, 10.0)","(-15.00603, -13.9998, 11.00005, 9.99992)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19241.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(-16, -15, 14.5, 14)","(-16.0, -15.0, 15.0, 14.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19245.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(-6, -5, 12, 11)","(-15.0, -14.0, 16.0, 15.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19248.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(-16.5, -15.5, 13.0, 12.0)","(-16.0, -15.0, 13.0, 12.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19287.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(139.5, 140.41, 37.79, 36.79)","(140.0, 141.0, 38.0, 37.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19290.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(135.0, 136.25, 35.75, 34.5)","(135.0, 136.0, 36.0, 35.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19294.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(137.5, 139, 37, 36)","(138.0, 139.0, 37.0, 36.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19312.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(132.0, 133.5, 33.5, 32.0)","(132.0, 133.0, 33.0, 32.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19323.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(135, 137, 35, 33)","(136.0, 137.0, 35.0, 34.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19335.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(-120, -114, 34, 32)","(-120.17436, -113.81523, 34.09098, 31.8417)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19343.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(-108.25, -102, 26, 24)","(-108.1494, -101.84313, 26.09109, 23.87572)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19349.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(-98.25, -96, 22.25, 21)","(-98.00043, -96.00048, 21.99957, 20.99912)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19357.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(4, 6.5, 60, 59)","(4.0, 6.0, 60.0, 59.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19365.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(7, 9, 58, 57)","(8.0, 10.0, 59.0, 58.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19370.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(14, 16, 56.5, 55)","(14.0, 16.0, 57.0, 56.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19371.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(15, 17, 57.5, 56)","(16.0, 18.0, 57.0, 56.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19389.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(10, 12, 61, 60)","(9.0, 12.0, 61.0, 60.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19401.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(12, 14, 63, 62)","(12.0, 15.0, 64.0, 63.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19431.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(12.0, 13.0, 66.5, 65.5)","(11.5, 15.0, 67.0, 66.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19434.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(22.0, 23.5, 66.8, 65.8)","(21.0, 24.0, 67.0, 66.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19464.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(123, 126, 6, 4)","(124.5, 126.0, 6.0, 5.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19479.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(117.5, 121.5, 12.3333, 10)","(118.5, 120.0, 12.0, 11.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19488.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(120.0, 122.0, 14.0, 12.0)","(121.5, 123.0, 14.0, 13.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19492.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(122, 123.5, 13.5, 12.25)","(122.75, 124.25, 13.0, 12.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19521.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(-4, -3, 32, 31)","(-4.0, -3.5, 32.0, 31.5)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19530.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(-6.25, -5.75, 31.0, 30.5)","(-6.0, -5.5, 31.5, 31.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19535.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(-6.5, -5.5, 32.5, 31.5)","(-8.5, -8.0, 31.0, 30.5)"
